,name,rating,rating_top,ratings_count,reviews_count,suggestions_count,days,metacritic,added,genre,genres,Label
1200,Talisman: Digital Edition,3.0,4,70,71,370,2867,51,1109,Strategy,"0,0,0,0,1,0,1",3
1201,Atom Zombie Smasher,3.0,3,86,86,123,3946,75,1108,Strategy,"0,0,0,0,0,0,1",3
1205,GoNNER,3.0,4,74,75,192,1907,81,1105,Shooter,"0,1,1,1,0,0,0",4
1209,Move or Die,4.0,4,143,146,327,2172,80,1100,Indie,"0,0,0,1,0,0,0",4
1215,Oil Rush,2.0,3,47,48,578,3629,67,1095,Strategy,"0,0,0,0,0,0,1",3
1216,Five Nights at Freddy's,3.0,4,186,186,300,2718,78,1094,Strategy,"0,0,0,1,0,0,1",4
1225,Block N Load,2.0,1,96,96,422,2438,72,1081,Strategy,"0,0,0,1,0,0,1",2
1241,Command & Conquer 3: Tiberium Wars,4.0,4,170,171,634,5163,85,1071,Strategy,"0,0,0,0,0,0,1",4
1242,Arx Fatalis,4.0,5,120,122,530,6991,77,1070,Adventure,"0,0,1,1,1,0,0",4
1246,Rome: Total War - Alexander,4.0,4,78,78,410,5668,79,1065,Strategy,"0,0,0,0,0,0,1",4
1251,The Plan,3.0,4,136,139,99,2878,50,1059,Casual,"0,0,0,0,0,0,0",4
1252,Icewind Dale: Enhanced Edition,4.0,4,71,71,497,2620,80,1058,Strategy,"0,0,1,0,1,0,1",4
1253,Subnautica: Below Zero,4.0,4,156,157,358,232,80,1057,Indie,"0,0,1,0,0,0,0",4
1259,Biomutant,3.0,3,93,100,463,221,66,1052,Action,"0,0,0,1,1,0,0",3
1271,Alone in the Dark,3.0,4,179,179,598,5114,55,1041,Adventure,"0,0,1,1,0,0,0",4
1272,F1 2020,4.0,4,57,57,86,540,88,1041,Racing,"1,0,0,0,0,0,0",4
1273,Gauntlet Slayer Edition,4.0,4,123,124,518,2657,70,1040,Adventure,"0,0,1,1,1,0,0",4
1276,Concrete Genie,4.0,4,124,127,613,816,75,1036,Adventure,"0,0,1,1,0,0,0",4
1278,Star Wars: The Force Unleashed,4.0,4,352,356,651,4855,72,1033,Adventure,"0,0,1,1,0,0,0",4
1281,Dex,4.0,4,103,105,442,2432,62,1028,Indie,"0,0,1,1,1,0,0",4
1289,Bound,3.0,3,207,209,386,1964,71,1020,Action,"0,0,0,1,0,0,0",3
1291,The Jackbox Party Pack,4.0,4,176,177,167,2601,77,1018,Casual,"0,0,0,0,0,0,1",4
1301,Nuclear Dawn,3.0,3,53,53,482,3751,71,1002,Strategy,"0,0,0,1,0,0,1",3
1307,Sine Mora EX,3.0,4,59,59,591,1608,82,997,Shooter,"0,1,0,1,0,0,0",4
1319,The Gardens Between,4.0,4,183,188,202,1199,79,986,Indie,"0,0,1,0,0,1,0",4
1324,Wuppo,3.0,4,52,52,343,1921,80,982,Indie,"0,0,1,1,1,0,0",4
1330,SPORE Galactic Adventures,4.0,4,108,108,562,4575,70,978,Action,"0,0,0,1,0,0,0",4
1337,Wargame: European Escalation,3.0,4,61,61,505,3601,81,972,Strategy,"0,0,0,0,0,0,1",4
1341,R.A.W. Realms of Ancient War,2.0,1,47,47,320,3370,39,965,Action,"0,0,0,1,1,0,0",2
1342,Tales From Space: Mutant Blobs Attack,3.0,4,71,72,263,3602,83,965,Indie,"0,0,1,1,0,0,0",4
1343,Observation,4.0,4,199,205,467,956,77,965,Indie,"0,0,1,0,0,0,0",4
1350,Evolve,3.0,3,181,184,244,2517,76,959,Shooter,"0,1,0,1,0,0,0",3
1352,Sheltered,3.0,4,96,97,318,2311,66,954,Strategy,"0,0,0,0,1,0,1",3
1358,Road Not Taken,3.0,3,109,109,280,2706,75,948,Indie,"0,0,0,0,1,1,0",3
1365,Marvel vs. Capcom: Infinite,3.0,3,136,137,213,1565,74,940,Action,"0,0,0,1,0,0,0",3
1372,ibb & obb,4.0,4,85,86,72,3070,83,935,Adventure,"0,0,1,1,0,1,0",4
1375,SHIFT 2 UNLEASHED,4.0,4,121,121,371,3952,84,934,Racing,"1,0,0,0,0,0,0",4
1383,Megabyte Punch,2.0,1,37,37,352,3071,69,929,Indie,"0,0,1,1,0,0,0",2
1387,Thimbleweed Park,4.0,4,201,203,398,1739,84,925,Indie,"0,0,1,0,0,1,0",4
1388,Cubetractor,2.0,1,31,31,112,3139,75,924,Strategy,"0,0,0,1,0,0,1",2
1393,Duelyst,3.0,4,89,90,197,1957,82,920,Strategy,"0,0,0,0,0,0,1",4
1407,INSIDE,4.0,5,1955,1983,256,2013,87,6011,Adventure,"0,0,1,1,0,1,0",4
1409,Red Dead Redemption,4.0,5,1754,1764,455,4246,95,5935,Shooter,"0,1,0,1,0,0,0",4
1412,The Wolf Among Us,4.0,5,1672,1686,561,3005,82,5920,Adventure,"0,0,1,0,0,0,0",4
1414,Far Cry 5,4.0,4,1552,1581,379,1376,80,5900,Shooter,"0,1,0,1,0,0,0",4
1425,Call of Duty: Modern Warfare 2,4.0,4,1564,1570,638,4435,86,5745,Shooter,"0,1,0,1,0,0,0",4
1431,Far Cry 4,4.0,4,1378,1392,503,2601,80,5631,Shooter,"0,1,0,0,0,0,0",4
1432,Fall Guys: Ultimate Knockout,4.0,4,771,787,173,515,80,5607,Action,"0,0,0,1,0,0,0",4
1436,Total War: SHOGUN 2,4.0,4,450,451,644,3946,90,5544,Strategy,"0,0,0,0,0,0,1",4
1438,Call of Duty: Black Ops III,3.0,3,1197,1204,536,2248,73,5532,Shooter,"0,1,0,1,0,0,0",3
1454,Dreamfall: The Longest Journey,4.0,4,177,179,448,5739,75,902,Adventure,"0,0,1,1,1,0,0",4
1457,Beholder 2,4.0,4,79,79,155,1124,76,899,Indie,"0,0,1,0,0,0,1",4
1464,Rock of Ages 2: Bigger & Boulder,4.0,4,65,69,427,1587,77,896,Racing,"1,0,0,1,0,0,1",4
1470,Fahrenheit (Indigo Prophecy),4.0,5,388,388,409,5951,85,892,Adventure,"0,0,1,1,0,0,0",4
1471,New World,3.0,3,63,64,587,95,70,892,Massively Multiplayer,"0,0,1,1,1,0,0",3
1476,Freespace 2,3.0,1,66,67,366,8129,91,885,Action,"0,0,0,1,0,0,0",2
1479,Unrailed!,3.0,4,45,45,156,465,73,883,Casual,"0,0,0,1,0,0,0",3
1481,War for the Overworld,3.0,4,52,55,651,2467,65,880,Strategy,"0,0,0,1,0,0,1",3
1482,Zero Escape: Zero Time Dilemma,4.0,4,152,154,366,2013,78,880,Adventure,"0,0,1,0,0,0,0",4
1490,Electronic Super Joy,4.0,4,69,70,169,3053,78,875,Platformer,"0,0,0,1,0,0,0",4
1491,Lightmatter,3.0,4,33,34,286,717,73,875,Indie,"0,0,1,0,0,0,0",3
1500,Greed Corp,3.0,4,43,43,429,4333,76,868,Strategy,"0,0,0,0,0,0,1",4
1503,Warhammer: Chaosbane,3.0,3,47,51,529,946,68,867,Adventure,"0,0,1,1,1,0,0",3
1505,The Beast Inside,4.0,4,50,51,437,808,74,866,Indie,"0,0,1,1,0,0,0",3
1511,The Cat Lady,4.0,5,101,104,464,3318,81,862,Indie,"0,0,1,0,0,0,0",4
1516,Heroes of Might & Magic V: Tribes of the East,4.0,4,130,131,580,5191,70,860,Strategy,"0,0,0,0,0,0,1",4
1518,Democracy 3,4.0,4,112,113,275,3001,70,858,Strategy,"0,0,0,0,0,0,1",4
1523,Control Ultimate Edition,4.0,5,135,140,534,492,84,853,Shooter,"0,1,1,1,0,0,0",4
1524,UFO: Afterlight,2.0,1,42,42,339,5406,71,852,Strategy,"0,0,0,0,0,0,1",2
1525,Sam & Max: Episode 204 - Chariots of the Dogs,3.0,4,43,43,301,5041,85,851,Adventure,"0,0,1,0,0,1,0",4
1535,Blackguards 2,3.0,3,38,38,685,2538,74,846,Indie,"0,0,1,0,1,0,1",3
1536,Sam & Max: Episode 203 - Night of the Raving Dead,3.0,4,41,41,453,5071,79,846,Adventure,"0,0,1,0,0,1,0",4
1546,Detention,4.0,4,107,110,431,1815,83,834,Indie,"0,0,1,0,0,1,0",4
1548,Age of Empires IV,4.0,4,55,56,213,65,81,832,Strategy,"0,0,0,0,0,0,1",4
1549,Amnesia: Rebirth,3.0,4,90,94,211,438,78,832,Indie,"0,0,1,1,0,0,0",4
1550,Tom Clancy's Ghost Recon Breakpoint,3.0,3,139,143,485,820,57,831,Shooter,"0,1,0,0,0,0,0",3
1553,Carto,4.0,4,55,55,117,432,77,829,Indie,"0,0,1,0,0,1,0",4
1556,Of Orcs and Men,3.0,3,67,70,367,3370,69,828,Action,"0,0,0,1,1,0,0",3
1564,Ape Out,4.0,4,255,261,207,1038,83,823,Indie,"0,0,0,1,0,0,0",4
1580,Take On Helicopters,2.0,1,23,23,371,3719,70,815,Simulation,"0,0,0,0,0,0,0",2
1582,The Chronicles of Riddick: Assault on Dark Athena,4.0,4,141,141,462,4652,81,814,Shooter,"0,1,0,1,0,0,0",4
1583,Journey of a Roach,3.0,4,46,46,435,3011,65,813,Indie,"0,0,1,0,0,1,0",3
1590,Valfaris,4.0,4,37,38,519,814,81,809,Indie,"0,0,0,1,0,0,0",4
1603,LEGO Marvel Super Heroes 2,4.0,4,141,142,316,1509,74,804,Adventure,"0,0,1,1,0,0,0",4
1606,Rain World,4.0,5,63,64,498,1741,66,802,Indie,"0,0,1,1,0,0,0",4
1610,SYMMETRY,3.0,3,22,23,128,1412,58,799,Strategy,"0,0,1,0,0,0,1",3
1614,Fallen Earth Free2Play,2.0,1,41,41,655,3601,71,797,Massively Multiplayer,"0,0,0,0,1,0,0",2
1616,Atlas Reactor,3.0,3,69,71,438,1915,81,797,Strategy,"0,0,0,0,0,0,1",3
1622,Orbital Gear,3.0,3,45,45,373,2704,59,790,Indie,"0,0,0,1,0,0,0",3
1634,Get Even,4.0,3,89,89,425,1656,75,781,Indie,"0,0,1,1,0,0,0",3
1639,Vikings - Wolves of Midgard,3.0,3,61,61,577,1745,66,777,Action,"0,0,0,1,1,0,0",3
1646,Domina,3.0,4,84,85,185,1734,73,771,Strategy,"0,0,0,1,0,0,1",3
1652,Duke Nukem 3D: 20th Anniversary World Tour,4.0,4,93,94,504,1908,72,768,Shooter,"0,1,0,1,0,0,0",3
1656,League of Legends,4.0,4,408,415,498,4449,78,765,Strategy,"0,0,0,1,1,0,1",4
1662,Painkiller: Resurrection,3.0,4,49,50,526,4449,38,761,Action,"0,0,0,1,0,0,0",3
1667,Lonely Mountains: Downhill,4.0,4,123,125,308,801,80,759,Racing,"1,0,0,0,0,0,0",4
1678,The Sinking City,3.0,3,175,176,236,921,70,749,Adventure,"0,0,1,1,0,0,0",3
1681,The Lion's Song: Episode 1 - Silence,3.0,4,43,43,478,2004,78,746,Indie,"0,0,1,0,0,0,0",4
1683,Men of War: Red Tide,3.0,4,25,25,530,4523,77,744,Strategy,"0,0,0,0,0,0,1",4
1685,Muse Dash,4.0,4,62,65,246,1297,73,743,Casual,"0,0,0,1,0,0,0",3
1688,Devil May Cry,4.0,4,275,279,589,7436,84,742,Action,"0,0,0,1,0,0,0",4
1693,Ashen,4.0,4,164,169,657,1121,77,738,Adventure,"0,0,1,1,1,0,0",4
1696,Chariot,3.0,3,82,82,387,2650,76,737,Indie,"0,0,1,1,0,0,0",3
1701,Drake Hollow,4.0,4,29,30,121,457,75,734,Indie,"0,0,1,1,0,0,0",3
1714,The Darkness,4.0,4,145,146,607,5304,82,725,Shooter,"0,1,0,1,0,0,0",4
1715,Desperados: Wanted Dead or Alive,4.0,5,101,102,636,7468,78,725,Strategy,"0,0,0,1,0,0,1",4
1718,ADR1FT,3.0,4,77,77,524,2105,64,722,Indie,"0,0,1,0,0,0,0",3
1726,Yakuza 4,4.0,5,117,119,436,4307,78,718,Action,"0,0,0,1,0,0,0",4
1733,NBA 2K19,3.0,4,179,179,155,1212,80,716,Action,"0,0,0,1,0,0,0",4
1736,Spacebase DF-9,2.0,1,31,32,489,2635,49,714,Strategy,"0,0,0,0,0,0,1",2
1738,Rampage Knights,4.0,4,52,52,431,2311,80,713,Indie,"0,0,1,1,1,0,0",4
1739,Persona 5 Strikers,4.0,5,64,68,483,681,80,713,Adventure,"0,0,1,1,1,0,0",4
1746,Symphony,3.0,4,65,71,295,3436,75,708,Shooter,"0,1,0,1,0,0,0",3
1748,Bleed 2,3.0,4,29,31,326,1788,83,707,Indie,"0,0,0,1,0,0,0",4
1750,Action Henk,3.0,4,32,32,416,2427,74,706,Racing,"1,0,0,1,0,0,0",3
1751,Halo Wars: Definitive Edition,4.0,4,123,124,517,1717,81,705,Strategy,"0,0,0,0,0,0,1",4
1755,Painkiller: Recurring Evil,3.0,4,34,34,679,3594,38,704,Action,"0,0,0,1,0,0,0",3
1759,Spacecom,2.0,1,13,13,238,2664,68,700,Strategy,"0,0,0,1,0,0,1",2
1761,Post Apocalyptic Mayhem,3.0,3,42,42,577,3943,44,700,Racing,"1,0,0,1,0,0,0",3
1763,Halo Wars 2,4.0,4,141,143,615,1775,79,698,Strategy,"0,0,0,0,0,0,1",4
1764,A Case of Distrust,3.0,4,13,13,102,1423,77,697,Indie,"0,0,1,0,0,1,0",4
1765,SABLE,4.0,4,52,53,294,100,74,697,Indie,"0,0,1,1,0,0,0",3
1775,Inscryption,5.0,5,88,88,238,74,84,691,Indie,"0,0,1,0,0,0,1",4
1780,LEGO Indiana Jones 2: The Adventure Continues,4.0,4,126,127,483,4428,66,689,Family,"0,0,1,1,0,0,0",4
1785,Katamari Damacy REROLL,4.0,5,119,120,178,1122,81,687,Casual,"0,0,0,1,0,1,0",4
1788,Pro Evolution Soccer 2018,4.0,4,128,129,229,1572,84,686,Sports,"0,0,0,0,0,0,0",4
1793,Mushroom 11,3.0,4,28,29,459,2271,78,683,Indie,"0,0,1,1,0,1,0",4
1795,Event[0],4.0,4,62,63,344,1936,75,682,Indie,"0,0,1,0,0,1,0",3
1808,The Witcher 2: Assassins of Kings,4.0,5,371,375,570,3882,88,673,RPG,"0,0,0,0,1,0,0",4
1809,SpellForce 2 Anniversary Edition,4.0,4,44,44,624,1725,80,672,Strategy,"0,0,0,1,1,0,1",4
1813,OneShot,4.0,5,111,115,228,1850,84,670,Casual,"0,0,1,0,0,0,0",4
1816,Etherlords,4.0,4,58,59,555,7489,77,667,Strategy,"0,0,0,0,0,0,1",4
1822,Secrets of Rætikon,3.0,3,29,29,264,2816,58,664,Indie,"0,0,1,1,0,0,0",3
1847,Rayman Legends,4.0,4,1290,1303,476,3047,89,5427,Platformer,"0,0,0,0,0,0,0",4
1859,Watch Dogs 2,4.0,4,1296,1307,562,1860,79,5345,Adventure,"0,0,1,1,0,0,0",4
1861,South Park: The Stick of Truth,4.0,4,1277,1287,289,2860,83,5292,Adventure,"0,0,1,0,1,0,0",4
1866,Grim Fandango Remastered,4.0,5,772,776,554,2532,84,5161,Adventure,"0,0,1,0,0,1,0",4
1881,198X,3.0,4,32,34,246,927,67,650,Arcade,"0,0,1,1,0,0,0",3
1885,DRAGON QUEST BUILDERS,4.0,4,96,98,397,2165,82,649,Strategy,"0,0,1,1,0,0,1",4
1892,Capcom Arcade Stadium,4.0,3,19,19,129,318,78,646,Arcade,"0,0,0,1,0,0,0",3
1893,The Banner Saga: Factions,3.0,4,37,37,521,3232,67,645,Indie,"0,0,1,0,1,0,1",3
1900,Wildfire,3.0,3,14,16,417,585,76,640,Indie,"0,0,1,1,0,0,1",3
1924,Mercenaries 2: World in Flames,3.0,3,124,125,621,4871,71,622,Racing,"1,1,0,1,0,0,0",3
1927,Marc Eckō's Getting Up: Contents Under Pressure,4.0,4,129,131,417,5800,69,618,Adventure,"0,0,1,1,0,0,0",4
1932,The Last Door - Collector's Edition,4.0,4,50,50,231,2783,79,615,Indie,"0,0,1,0,0,1,0",4
1937,Between Me and The Night,2.0,1,26,26,249,2171,62,611,Indie,"0,0,1,1,0,0,0",2
1939,Blood Bowl 2,3.0,4,75,79,525,2293,76,611,Strategy,"0,0,0,0,0,0,1",4
1942,XCOM: Enemy Within,4.0,5,235,236,639,2972,86,611,Strategy,"0,0,0,1,0,0,1",4
1955,Kero Blaster,3.0,4,22,22,204,2792,82,602,Indie,"0,1,1,1,0,0,0",4
1965,Randal's Monday,4.0,4,55,56,391,2608,57,598,Indie,"0,0,1,0,0,1,0",3
1970,Disneyland Adventures,2.0,3,82,82,471,1523,70,594,Adventure,"0,0,1,0,0,0,0",3
1974,Day of Infamy,4.0,4,57,57,565,1745,77,592,Shooter,"0,1,0,1,0,0,0",4
1994,Syder Arcade,2.0,3,18,18,429,2991,76,584,Indie,"0,0,0,1,0,0,0",3
1998,Nine Parchments,4.0,4,87,88,371,1488,66,581,Arcade,"0,0,0,1,1,0,0",3
2004,Puddle,3.0,3,46,46,375,3629,70,577,Action,"0,0,0,1,0,1,1",3
2005,Knack 2,4.0,4,51,51,587,1579,71,577,Action,"0,0,0,1,0,0,0",4
2006,The Journey Down: Chapter Two,3.0,4,21,21,514,2686,78,577,Indie,"0,0,1,0,0,1,0",4
2007,Zombie Army 4: Dead War,4.0,4,58,60,272,697,74,577,Shooter,"0,1,0,1,0,0,0",4
2008,Arizona Sunshine,4.0,4,55,55,553,1852,81,577,Indie,"0,0,1,1,0,0,0",4
2016,Carrier Command: Gaea Mission,2.0,3,13,13,538,3382,53,572,Strategy,"0,0,0,1,0,0,1",3
2017,World to the West,3.0,1,22,22,357,1703,75,571,Adventure,"0,0,1,1,1,0,0",2
2018,Sniper Elite: Nazi Zombie Army,3.0,4,64,65,526,3229,62,571,Action,"0,0,0,1,0,0,0",3
2023,Syndicate (2012),4.0,4,184,184,530,3602,73,568,Shooter,"0,1,0,1,0,0,0",4
2025,Struggling,4.0,5,8,8,189,492,65,567,Casual,"0,0,1,1,0,0,0",4
2026,Batman: Return to Arkham,4.0,5,87,87,479,1901,73,567,Adventure,"0,0,1,1,0,0,0",4
2031,Port Royale 3,3.0,3,30,30,641,3618,55,564,Strategy,"0,0,0,1,0,0,1",3
2032,PGA TOUR 2K21,4.0,3,17,18,197,498,75,564,Simulation,"0,0,0,0,0,0,0",3
2037,Blue Fire,4.0,3,17,17,242,332,70,562,Indie,"0,0,1,1,0,0,0",3
2044,Puzzle Quest: Challenge of the Warlords,4.0,4,74,74,508,5405,84,559,Casual,"0,0,0,0,0,1,0",4
2045,Runaway 3: A Twist of Fate,4.0,4,45,45,501,4639,79,558,Adventure,"0,0,1,1,0,0,0",4
2050,Guild of Dungeoneering,4.0,4,43,44,290,2364,72,557,Card,"0,0,0,0,1,0,0",4
2052,Forgotton Anne,4.0,4,74,79,394,1328,80,556,Casual,"0,0,1,1,0,0,0",4
2053,AquaNox 2: Revelation,3.0,4,24,24,484,6711,59,556,Shooter,"0,1,0,1,0,0,0",3
2056,EverQuest II Free-To-Play. Your Way.,2.0,1,26,27,282,3678,83,555,Massively Multiplayer,"0,0,0,0,1,0,0",2
2079,A.R.E.S.: Extinction Agenda,3.0,3,36,36,574,4000,68,545,Indie,"0,0,0,1,0,0,0",3
2089,Fortix 2,3.0,3,31,31,382,3893,74,543,Casual,"0,0,0,0,0,0,0",3
2092,Age of Empires: Definitive Edition,4.0,4,73,77,279,1411,69,542,Strategy,"0,0,0,0,0,0,1",3
2093,Sherlock Holmes: The Mystery of the Mummy,3.0,4,27,27,530,6971,61,541,Adventure,"0,0,1,0,0,0,0",3
2098,Final Exam,3.0,4,34,35,506,3041,66,540,Indie,"0,0,1,1,0,0,0",3
2103,Space Run,3.0,4,17,18,330,2759,73,537,Strategy,"0,0,0,0,0,0,1",4
2105,Ring Runner: Flight of the Sages,3.0,3,25,25,427,3099,75,537,Shooter,"0,1,0,1,1,0,0",3
2106,F1 2011,3.0,4,40,40,439,3757,83,537,Racing,"1,0,0,0,0,0,0",4
2127,Five Nights at Freddy's 2,3.0,4,86,86,409,2609,62,525,Strategy,"0,0,0,0,0,0,1",3
2150,Sherlock Holmes: The Awakened - Remastered Edition,3.0,4,25,25,479,4818,72,512,Adventure,"0,0,1,0,0,0,0",4
2157,Galcon Fusion,3.0,4,13,13,388,4342,68,508,Indie,"0,0,0,0,0,0,1",3
2172,The Magic Circle,3.0,4,41,43,530,2368,79,501,Adventure,"0,0,1,1,0,0,1",4
2177,Here They Lie,3.0,3,109,109,548,1906,62,500,Adventure,"0,0,1,0,0,0,0",3
2178,Team Sonic Racing,4.0,4,59,60,320,956,72,498,Racing,"1,0,0,0,0,0,0",4
2179,The Walking Dead: Saints & Sinners,4.0,4,36,36,774,709,80,497,Adventure,"0,0,1,1,1,0,1",4
2185,Damnation,3.0,3,48,48,719,4607,41,494,Shooter,"0,1,1,1,0,0,0",3
2191,The Way,4.0,4,36,38,412,2053,67,491,Adventure,"0,0,1,1,0,1,0",3
2194,The Jackbox Party Pack 6,4.0,4,66,66,210,807,74,488,Casual,"0,0,0,0,0,0,0",4
2199,Crashlands,4.0,4,44,45,423,2173,78,484,Indie,"0,0,1,1,1,0,0",4
2212,Metal Unit,3.0,3,8,8,206,744,64,478,Indie,"0,0,1,1,1,0,0",3
2219,Black Book,4.0,4,47,48,228,144,78,475,Indie,"0,0,1,0,1,0,1",4
2224,Knockout City,3.0,4,46,49,290,225,82,471,Indie,"0,0,1,1,0,0,0",4
2226,Demigod,3.0,3,44,44,464,4645,76,470,Strategy,"0,0,0,1,1,0,1",3
2228,Oddworld: Soulstorm,3.0,3,50,52,209,270,70,470,Indie,"0,0,1,1,0,0,0",3
2233,Critical Mass,2.0,1,18,18,118,3848,81,468,Casual,"0,0,0,0,0,0,0",2
2254,Tiny Troopers,3.0,3,44,44,552,3496,57,459,Indie,"0,0,0,1,0,0,1",3
2258,CrimeCraft: GangWars,2.0,1,18,18,613,3785,68,458,Massively Multiplayer,"0,0,0,1,1,0,0",2
2262,The Pedestrian,4.0,4,62,65,278,703,82,456,Indie,"0,0,1,0,0,1,0",4
2270,Livelock,3.0,3,60,61,577,1950,73,453,Indie,"0,0,1,1,0,0,0",3
2273,Tom Clancy's Ghost Recon,4.0,4,58,58,902,7670,80,449,Shooter,"0,1,0,1,0,0,0",4
2274,Out There: Omega Edition,4.0,4,42,42,368,2865,80,449,Shooter,"0,1,1,0,1,0,1",4
2275,Breach,2.0,1,38,38,673,3993,57,449,Shooter,"0,1,0,1,1,0,0",2
2278,Assassin's Creed Unity,4.0,4,1263,1278,484,2608,71,5007,Action,"0,0,0,1,0,0,0",4
2288,Syberia,4.0,4,588,593,553,7158,82,4937,Adventure,"0,0,1,0,0,1,0",4
2292,What Remains of Edith Finch,4.0,5,1555,1571,291,1714,89,4921,Indie,"0,0,1,0,0,0,0",4
2303,Until Dawn,4.0,4,1425,1440,538,2321,79,4814,Adventure,"0,0,1,1,0,0,0",4
2305,Subnautica,4.0,5,1031,1049,852,1439,83,4766,Indie,"0,0,1,0,0,0,0",4
2311,A Story About My Uncle,3.0,4,515,520,485,2776,73,4731,Adventure,"0,0,1,0,0,0,0",4
2315,Kingdom: Classic,3.0,4,456,456,410,2294,74,4691,Strategy,"0,0,0,0,0,0,1",4
2323,Space Hulk: Deathwing,3.0,3,41,43,626,1844,58,446,Adventure,"0,0,1,1,0,0,0",3
2325,Planescape: Torment,4.0,5,205,206,589,8056,91,445,Strategy,"0,0,0,0,1,0,1",4
2329,Inmost,4.0,5,92,93,445,813,76,444,Indie,"0,0,1,0,0,0,0",4
2332,So Many Me,3.0,3,51,52,414,2725,78,442,Strategy,"0,0,0,1,0,1,1",3
2337,Observer: System Redux,4.0,5,42,44,54,417,80,441,Adventure,"0,0,1,0,0,0,0",4
2341,RAD,3.0,3,40,41,499,865,71,439,Action,"0,0,0,1,0,0,0",3
2354,Battleplan: American Civil War,2.0,1,12,12,306,2738,66,435,Casual,"0,0,0,0,0,0,1",2
2358,Majesty 2,4.0,4,44,44,296,4489,72,434,Strategy,"0,0,0,0,0,0,1",4
2367,BLACKHOLE,2.0,1,25,25,449,2500,82,429,Adventure,"0,0,1,1,0,1,0",2
2368,Draugen,4.0,4,90,94,409,948,74,428,Indie,"0,0,1,0,0,0,0",4
2371,Pandemic: The Board Game,3.0,4,24,25,316,3012,83,427,Strategy,"0,0,0,0,0,0,1",4
2374,Immortal Planet,2.0,1,15,15,228,1619,65,427,Indie,"0,0,1,1,1,0,0",2
2377,Devil May Cry 2,2.0,1,179,185,270,6916,59,426,Action,"0,0,0,1,0,0,0",2
2383,Jolly Rover,3.0,3,17,17,543,4226,71,422,Casual,"0,0,1,0,0,0,0",3
2387,NieR:Automata Game of the YoRHa Edition,4.0,5,112,115,186,1040,91,420,Action,"0,0,0,1,0,0,0",4
2388,Gyromancer,2.0,3,13,13,415,4427,71,420,RPG,"0,0,0,0,1,0,0",3
2390,Trials of Mana (2020),3.0,4,46,49,370,617,76,420,Action,"0,0,0,1,1,0,0",4
2393,Reventure,4.0,4,33,33,121,942,84,419,Indie,"0,0,1,0,0,1,0",4
2398,Cold Fear,4.0,4,82,82,571,6136,66,416,Action,"0,0,0,1,0,0,0",3
2401,Sorcery! Parts 1 and 2,3.0,4,16,16,372,2160,69,415,Indie,"0,0,1,0,1,0,0",3
2407,Trials Rising,4.0,4,80,80,344,1040,81,411,Racing,"1,0,0,0,0,0,0",4
2410,The Dark Pictures Anthology: House of Ashes,4.0,4,64,64,151,71,73,409,Adventure,"0,0,1,1,0,0,0",4
2420,Party Hard 2,4.0,4,42,43,340,1165,70,405,Adventure,"0,0,1,1,0,0,1",4
2423,Tom Clancy's H.A.W.X.,4.0,4,48,48,453,4692,72,404,Arcade,"0,0,0,1,0,0,0",4
2427,Ninja Pizza Girl,3.0,4,17,17,195,2285,82,403,Educational,"0,0,0,1,1,0,0",4
2430,Farpoint,4.0,4,81,82,394,1691,71,402,Shooter,"0,1,0,0,0,0,0",4
2431,TrackMania² Canyon,4.0,4,44,44,441,3762,81,402,Racing,"1,0,0,0,0,0,0",4
2432,I Expect You To Die,4.0,4,59,59,455,1845,76,401,Indie,"0,0,0,0,0,1,0",4
2434,DARQ,4.0,4,51,52,315,871,70,401,Indie,"0,0,1,1,0,0,0",4
2439,The Book of Unwritten Tales: The Critter Chronicles,3.0,4,21,21,611,3315,73,400,Indie,"0,0,1,0,0,0,0",4
2440,Harvester,4.0,4,21,22,412,9229,53,399,Adventure,"0,0,1,0,0,0,0",3
2445,Order of Battle: World War II,3.0,1,16,16,358,2439,81,396,Strategy,"0,0,0,0,0,0,1",2
2451,James Cameron's AVATAR: The Game,3.0,3,100,102,659,4414,60,392,Shooter,"0,1,0,1,0,0,0",3
2453,Astebreed,3.0,4,28,28,541,2774,86,392,Indie,"0,1,0,1,0,0,0",4
2454,Fieldrunners 2,4.0,4,24,24,385,3453,73,391,Casual,"0,0,0,1,0,0,1",4
2470,Darkest Hour: A Hearts of Iron Game,3.0,3,18,18,379,3924,81,385,Strategy,"0,0,0,0,0,0,1",3
2476,Lost Planet: Extreme Condition Colonies Edition,4.0,4,44,45,666,4966,70,384,Shooter,"0,1,1,1,0,0,0",4
2477,Giants: Citizen Kabuto,3.0,4,53,53,423,7696,85,384,Adventure,"0,0,1,1,1,0,0",4
2483,Unbox,3.0,4,24,24,457,1944,68,381,Indie,"0,0,1,1,0,0,0",3
2485,Dungeons & Dragons: Dark Alliance,2.0,1,34,35,426,194,56,380,Action,"0,0,0,1,1,0,0",2
2487,Space Hulk: Deathwing - Enhanced Edition,3.0,3,36,36,520,1320,58,379,Adventure,"0,0,1,1,0,0,0",3
2493,1001 Spikes,4.0,4,19,19,332,2769,80,376,Indie,"0,0,1,1,0,0,0",4
2499,Cossacks: European Wars,4.0,4,62,62,128,3781,74,374,Strategy,"0,0,0,0,0,0,1",4
2501,Cossacks 2: Napoleonic Wars,4.0,4,50,50,551,6116,73,373,Strategy,"0,0,0,0,0,0,1",4
