,name,rating,rating_top,ratings_count,reviews_count,suggestions_count,days,metacritic,added,genre,genres,Label
776,Tom Clancy's Rainbow Six Vegas 2,5.0,4,251,252,566,5008,78,1596,Shooter,"0,1,0,1,0,0,1",5
781,Armello,4.0,4,174,177,478,2314,75,1592,Adventure,"0,0,1,0,1,0,1",4
782,Memoria,4.0,4,94,94,605,3046,79,1592,Indie,"0,0,1,1,1,0,0",4
783,Quake III Arena,5.0,5,402,402,414,8066,69,1591,Shooter,"0,1,0,1,0,0,0",5
787,Dungeons of Dredmor,4.0,4,129,129,268,3825,79,1585,Indie,"0,0,0,0,1,0,0",4
789,Rusty Lake Hotel,5.0,4,101,102,205,2210,65,1582,Indie,"0,0,1,0,0,1,0",4
793,Dishonored Definitive Edition,5.0,5,386,392,432,2321,78,1580,Adventure,"0,0,1,1,0,0,0",5
796,ELEX,4.0,4,223,228,531,1537,59,1576,Adventure,"0,0,1,1,1,0,0",4
797,Dreamfall Chapters,5.0,4,197,203,596,2630,71,1576,Indie,"0,0,1,1,0,0,0",4
798,Capsized,3.0,3,95,95,423,3901,80,1574,Indie,"0,0,1,1,0,0,0",4
799,Wolfenstein: Youngblood,3.0,3,304,313,164,890,66,1573,Shooter,"0,1,0,1,0,0,0",4
802,Legacy of Kain: Soul Reaver 2,5.0,4,125,126,591,7369,77,1565,Platformer,"0,0,1,1,0,0,0",4
803,Rochard,4.0,3,113,113,479,3700,81,1563,Casual,"0,0,0,1,0,0,0",4
804,Gods Will Be Watching,4.0,4,129,132,251,2719,64,1562,Indie,"0,0,1,1,0,0,0",3
805,A New Beginning - Final Cut,4.0,4,102,102,566,3308,72,1559,Indie,"0,0,1,1,0,0,0",4
816,Grand Theft Auto 2,5.0,4,341,341,340,8107,70,1541,Adventure,"0,0,1,1,0,0,0",5
823,The Elder Scrolls: Legends,4.0,3,236,237,411,1746,82,1538,Card,"0,0,0,0,0,0,1",5
828,Dante's Inferno,5.0,4,343,346,640,4348,75,1532,Adventure,"0,0,1,1,0,0,0",4
830,Batman: The Telltale Series,4.0,4,299,304,471,1978,79,1530,Adventure,"0,0,1,0,0,0,0",5
832,Homefront: The Revolution,4.0,3,270,270,664,2055,54,1524,Shooter,"0,1,1,1,0,0,0",3
836,The Dream Machine: Chapter 1 & 2,4.0,4,33,33,369,3522,75,1519,Casual,"0,0,1,0,0,0,0",2
838,Friday the 13th: The Game,4.0,3,221,223,454,1682,61,1519,Adventure,"0,0,1,1,0,0,0",4
840,Star Wars: The Old Republic,5.0,4,165,167,606,3665,85,1517,Massively Multiplayer,"0,0,0,0,1,0,0",5
841,The Vanishing of Ethan Carter Redux,5.0,4,39,39,320,2362,82,1513,Indie,"0,0,1,0,0,0,0",4
843,Orcs Must Die! Unchained,4.0,3,186,186,547,2104,87,1510,Strategy,"0,0,0,1,0,0,1",5
846,DiRT 4,4.0,4,210,211,224,1670,78,1504,Racing,"1,0,0,0,0,0,0",5
849,Homeworld Remastered Collection,5.0,4,141,142,409,2503,86,1499,Strategy,"0,0,0,0,0,0,1",5
850,Mega Man Legacy Collection / ロックマン クラシックス コレクション,4.0,4,139,141,270,2322,85,1497,Arcade,"0,0,0,1,0,0,0",5
851,We Happy Few,4.0,3,260,261,574,1241,64,1496,Indie,"0,0,1,1,0,0,0",4
852,Painkiller Hell & Damnation,4.0,4,148,149,749,3349,64,1493,Shooter,"0,1,0,1,0,0,0",3
857,Blackguards,3.0,3,75,75,617,2899,68,1487,Strategy,"0,0,0,0,1,0,1",4
861,Legacy of Kain: Defiance,5.0,4,115,118,607,6592,70,1482,Platformer,"0,0,1,1,0,0,0",5
862,Hellpoint,4.0,3,23,26,468,520,64,1479,Indie,"0,0,1,1,1,0,0",2
866,FINAL FANTASY VIII,5.0,5,340,342,396,8391,90,1475,RPG,"0,0,0,0,1,0,0",5
870,Xenonauts,4.0,4,127,127,465,2757,77,1470,Strategy,"0,0,0,0,0,0,1",4
872,Ken Follett's The Pillars of the Earth,4.0,4,84,86,525,1600,79,1469,Adventure,"0,0,1,0,0,1,0",4
873,Psychonauts 2,5.0,5,128,135,470,130,88,1465,Platformer,"0,0,1,1,0,0,0",5
877,STAR WARS Starfighter,3.0,3,77,78,278,7622,71,1460,Shooter,"0,1,0,1,0,0,0",3
879,Gears of War: Ultimate Edition,5.0,4,355,358,669,2321,78,1456,Shooter,"0,1,0,1,0,0,0",5
883,A Virus Named TOM,3.0,3,65,65,299,3440,65,1453,Action,"0,0,0,1,0,1,1",3
884,Manhunt,5.0,4,256,256,551,6619,75,1452,Action,"0,0,0,1,0,0,0",5
889,Sid Meier's Civilization: Beyond Earth,4.0,4,229,232,427,2627,81,1446,Strategy,"0,0,0,0,0,0,1",5
895,Tales of Zestiria,4.0,4,195,198,587,2536,77,1434,RPG,"0,0,0,0,1,0,0",4
896,King's Bounty: Crossworlds,5.0,4,120,121,614,4124,78,1430,Strategy,"0,0,0,0,1,0,1",4
897,CAYNE,3.0,1,88,89,320,1804,75,1429,Casual,"0,0,1,0,0,0,0",4
904,LEGO Harry Potter: Years 5-7,4.0,4,198,198,613,3704,80,1413,Family,"0,0,1,1,0,0,0",5
905,Need for Speed: Shift,4.0,4,302,302,344,4491,83,1413,Racing,"1,0,0,1,0,0,0",5
907,Late Shift,4.0,4,249,252,489,1720,80,1405,Indie,"0,0,1,0,0,0,0",5
913,Vessel,3.0,3,78,78,532,3593,81,1394,Strategy,"0,0,0,1,0,1,1",4
914,DRAGON QUEST XI: Echoes of an Elusive Age,5.0,5,317,320,425,1617,91,1393,RPG,"0,0,0,0,1,0,0",5
917,Twelve Minutes,4.0,4,275,286,215,135,74,1389,Indie,"0,0,1,1,0,0,0",4
925,Alienation,4.0,4,254,254,256,2076,79,1377,Shooter,"0,1,0,1,0,0,0",5
926,Tesla Effect: A Tex Murphy Adventure,3.0,3,55,55,474,2811,68,1376,Indie,"0,0,1,0,0,0,0",2
927,Crash Team Racing Nitro-Fueled,5.0,4,275,280,285,925,82,1375,Racing,"1,0,0,1,0,0,0",5
933,The Incredible Adventures of Van Helsing II,4.0,4,91,91,670,2781,77,1371,Indie,"0,0,1,1,1,0,0",4
938,Ultra Street Fighter IV,5.0,4,153,155,557,2769,84,1368,Action,"0,0,0,1,0,0,0",5
943,Serious Sam: The Random Encounter,3.0,3,77,77,198,3722,64,1357,Indie,"0,0,0,1,1,0,0",3
948,The Showdown Effect,3.0,3,83,83,560,3224,67,1350,Action,"0,0,0,1,0,0,0",4
953,Shadow of the Colossus  (2018),5.0,5,488,498,360,1425,91,1342,Adventure,"0,0,1,1,0,0,0",5
954,LEGO Star Wars: The Force Awakens,4.0,4,225,230,382,2014,74,1340,Adventure,"0,0,1,1,0,1,0",4
956,The Deadly Tower of Monsters,4.0,4,179,180,389,2174,73,1338,Indie,"0,0,1,1,0,0,0",4
957,Half-Life 2: Update,5.0,5,82,82,527,2472,96,1336,Shooter,"0,1,0,0,0,0,0",6
958,Sine Mora,4.0,4,118,119,450,3573,77,1336,Shooter,"0,1,0,1,0,0,0",4
960,Bastion,5.0,4,1411,1428,535,3818,86,6992,Indie,"0,0,1,1,1,0,0",5
961,Stardew Valley,5.0,5,1701,1723,269,2137,89,6923,Indie,"0,0,0,0,1,0,0",5
966,Death Stranding,5.0,5,1410,1451,552,785,84,6751,Adventure,"0,0,1,1,0,0,0",5
974,Control,5.0,4,1284,1318,370,858,84,6541,Shooter,"0,1,1,1,0,0,0",5
976,Monster Hunter: World,5.0,5,1313,1330,585,1436,89,6475,Adventure,"0,0,1,1,1,0,0",5
980,Counter-Strike,5.0,4,1148,1150,499,7731,88,6432,Shooter,"0,1,0,1,0,0,0",5
981,SEGA Mega Drive and Genesis Classics,4.0,4,465,466,378,4232,76,6427,Adventure,"0,0,1,1,1,0,0",4
986,Transistor,5.0,5,1255,1264,487,2783,83,6346,Indie,"0,0,0,1,1,0,0",5
989,Mafia II,5.0,4,1641,1647,588,4148,77,6307,Adventure,"0,0,1,1,0,0,0",5
990,Darksiders,5.0,4,993,995,678,4357,83,6275,Action,"0,0,0,1,0,0,0",5
995,Assassin's Creed II,5.0,5,2127,2139,625,4428,89,6185,Action,"0,0,0,1,0,0,0",5
997,Batman: Arkham Asylum Game of the Year Edition,5.0,5,1288,1290,526,4299,91,6150,Platformer,"0,0,1,1,0,0,0",5
1002,"Gremlins, Inc.",4.0,4,119,120,481,2123,75,1329,Card,"0,0,0,0,0,0,1",4
1018,Offworld Trading Company,4.0,4,95,95,389,2075,78,1312,Strategy,"0,0,0,0,0,0,1",4
1022,Diablo III: Eternal Collection,5.0,4,213,213,617,1649,88,1306,Action,"0,0,0,1,0,0,0",5
1023,Alien Breed: Impact,3.0,3,58,58,592,4230,64,1305,Shooter,"0,1,0,1,0,0,0",3
1025,Driver San Francisco,5.0,4,273,275,393,3775,80,1303,Racing,"1,0,0,1,0,0,0",5
1026,Phantom Doctrine,4.0,4,79,79,253,1237,71,1299,Strategy,"0,0,0,1,1,0,1",4
1033,Gravity Rush Remastered,5.0,4,274,276,353,2160,80,1293,Action,"0,0,0,1,0,0,0",5
1034,Beatbuddy: Tale of the Guardians,3.0,3,53,53,476,3071,75,1292,Adventure,"0,0,1,1,0,1,0",3
1036,The Sexy Brutale,4.0,4,124,126,272,1737,83,1291,Indie,"0,0,1,0,0,0,0",5
1037,Microsoft Flight Simulator 2020,5.0,5,157,160,365,501,90,1291,Simulation,"0,0,0,0,0,0,0",5
1039,Mother Russia Bleeds,4.0,4,198,200,561,1945,70,1290,Indie,"0,0,0,1,0,0,0",4
1042,Hector: Badge of Carnage - Full Series,3.0,3,38,38,395,3902,75,1285,Casual,"0,0,1,0,0,0,0",3
1046,Marvel's Guardians of the Galaxy,5.0,5,136,139,745,67,75,1281,Shooter,"0,1,1,1,0,0,0",4
1048,Sundered,4.0,4,115,117,343,1619,76,1279,Indie,"0,0,1,1,0,0,0",4
1049,The Surge 2,4.0,4,107,110,300,830,76,1278,Adventure,"0,0,1,1,1,0,0",4
1051,FlatOut: Ultimate Carnage,5.0,4,157,157,521,4922,79,1275,Racing,"1,0,0,0,0,0,0",5
1053,Dead Rising 2: Off the Record,4.0,4,132,133,536,3916,66,1275,Adventure,"0,0,1,1,0,0,0",4
1055,Galactic Civilizations I: Ultimate Edition,3.0,4,50,50,362,3427,83,1272,Strategy,"0,0,0,0,0,0,1",4
1066,Aquaria,4.0,4,69,72,373,5140,82,1267,Indie,"0,0,1,1,0,0,0",4
1069,Unreal Tournament: Game of the Year Edition,5.0,5,179,179,604,7738,92,1265,Shooter,"0,1,0,1,0,0,0",5
1072,The Jackbox Party Pack 2,5.0,4,174,176,153,2272,76,1262,Casual,"0,0,0,0,0,0,1",4
1081,LEGO Worlds,4.0,3,172,174,188,1761,69,1251,Adventure,"0,0,1,0,0,0,0",4
1083,Gears Tactics,5.0,4,139,144,702,613,81,1251,Strategy,"0,0,0,0,0,0,1",5
1084,Tetris Effect: Connected,5.0,5,124,125,38,417,89,1250,Casual,"0,0,0,0,0,1,0",5
1088,LISA,5.0,5,163,166,212,2575,78,1244,Indie,"0,0,1,0,1,0,0",5
1099,Morphopolis,3.0,3,86,86,356,2977,74,1233,Racing,"1,0,1,1,1,1,1",4
1100,Gratuitous Space Battles,3.0,3,38,38,473,4441,72,1233,Strategy,"0,0,0,0,0,0,1",3
1106,Epistory - Typing Chronicles,4.0,4,102,102,546,2104,74,1222,Indie,"0,0,1,1,0,0,0",4
1109,Crusader Kings III,5.0,5,206,210,229,487,91,1216,Strategy,"0,0,0,0,1,0,1",5
1113,Lost Planet: Extreme Condition,4.0,4,197,198,525,5490,66,1213,Shooter,"0,1,1,1,0,0,0",4
1123,LEGO Star Wars III - The Clone Wars,5.0,4,191,193,466,3939,76,1200,Arcade,"0,0,1,1,0,0,0",4
1125,Supraland,5.0,4,108,109,351,1002,84,1199,Indie,"0,0,1,1,0,1,0",5
1126,Kona,4.0,4,103,106,362,1752,73,1198,Indie,"0,0,1,1,0,0,0",4
1130,Arcanum: Of Steamworks and Magick Obscura,5.0,5,266,269,407,7438,81,1192,RPG,"0,0,0,0,1,0,0",5
1132,The Walking Dead: The Final Season,5.0,4,299,305,429,1237,78,1189,Adventure,"0,0,1,1,0,0,0",5
1133,XCOM: Chimera Squad,4.0,4,66,68,394,618,77,1187,Strategy,"0,0,0,0,0,0,1",4
1134,Little Nightmares II,5.0,5,213,224,378,325,82,1186,Platformer,"0,0,1,1,0,0,0",5
1135,Ether One,3.0,3,128,128,458,2839,82,1185,Indie,"0,0,1,0,0,0,0",4
1136,Call of Juarez,5.0,4,206,208,556,5596,72,1182,Shooter,"0,1,0,1,0,0,0",5
1140,Hatoful Boyfriend,4.0,4,166,168,305,2677,68,1178,Adventure,"0,0,1,0,0,0,0",4
1141,Double Dragon: Neon,4.0,4,126,127,497,3399,71,1176,Arcade,"0,0,1,1,0,0,0",4
1142,Velvet Assassin,3.0,3,100,100,515,4631,61,1176,Adventure,"0,0,1,1,0,0,0",3
1146,Jazzpunk,5.0,4,182,183,483,2886,75,1173,Indie,"0,1,1,1,0,0,0",4
1156,Worms Rumble,3.0,3,55,57,837,396,67,1164,Shooter,"0,1,0,1,0,0,1",4
1160,Danganronpa 2: Goodbye Despair,5.0,5,226,228,414,3446,84,1161,Casual,"0,0,1,0,0,0,0",5
1161,Generation Zero (2019),3.0,3,74,76,292,1012,48,1161,Shooter,"0,1,0,1,0,0,0",3
1163,Stronghold Crusader 2,4.0,4,101,101,544,2659,65,1160,Strategy,"0,0,0,0,0,0,1",4
1167,Hello Neighbor,4.0,3,104,104,239,1587,40,1156,Adventure,"0,0,1,1,0,1,1",3
1173,Strange Brigade,4.0,4,116,116,584,1222,72,1149,Adventure,"0,0,1,1,0,1,0",4
1174,Forza Motorsport 5,4.0,4,187,188,207,2962,79,1148,Racing,"1,0,0,1,0,0,0",5
1175,Always Sometimes Monsters,3.0,3,67,67,218,2783,73,1147,Indie,"0,0,1,0,1,0,0",3
1178,Shovel Knight: Treasure Trove,5.0,5,280,288,383,2747,91,1142,Platformer,"0,0,1,1,0,0,0",5
1199,The Red Strings Club,5.0,5,221,226,265,1441,80,1111,Indie,"0,0,1,0,0,0,0",5
1200,Talisman: Digital Edition,4.0,4,70,71,370,2867,51,1109,Strategy,"0,0,0,0,1,0,1",3
1201,Atom Zombie Smasher,4.0,3,86,86,123,3946,75,1108,Strategy,"0,0,0,0,0,0,1",4
1205,GoNNER,3.0,4,74,75,192,1907,81,1105,Shooter,"0,1,1,1,0,0,0",4
1208,Only If,2.0,1,57,57,389,2717,39,1100,Indie,"0,0,1,0,0,0,0",2
1209,Move or Die,4.0,4,143,146,327,2172,80,1100,Indie,"0,0,0,1,0,0,0",5
1212,LEGO Jurassic World,5.0,4,160,161,538,2396,72,1098,Family,"0,0,1,1,0,1,0",4
1215,Oil Rush,3.0,3,47,48,578,3629,67,1095,Strategy,"0,0,0,0,0,0,1",2
1216,Five Nights at Freddy's,4.0,4,186,186,300,2718,78,1094,Strategy,"0,0,0,1,0,0,1",5
1225,Block N Load,3.0,1,96,96,422,2438,72,1081,Strategy,"0,0,0,1,0,0,1",4
1230,Weird Worlds: Return to Infinite Space,2.0,1,33,33,374,3210,79,1076,Adventure,"0,0,1,0,1,0,1",2
1232,D4: Dark Dreams Don't Die,4.0,4,180,181,592,2661,72,1076,Casual,"0,0,1,1,0,0,0",4
1233,Tumblestone,3.0,3,55,56,271,1999,91,1075,Action,"0,0,0,1,0,1,1",5
1239,Volume,4.0,3,77,78,315,2328,80,1071,Indie,"0,0,0,1,0,0,0",4
1240,Men of War: Assault Squad,4.0,4,56,57,603,3965,77,1071,Strategy,"0,0,0,0,0,0,1",4
1241,Command & Conquer 3: Tiberium Wars,5.0,4,170,171,634,5163,85,1071,Strategy,"0,0,0,0,0,0,1",5
1242,Arx Fatalis,5.0,5,120,122,530,6991,77,1070,Adventure,"0,0,1,1,1,0,0",5
1246,MORDHAU,5.0,4,178,181,540,978,81,1065,Indie,"0,0,0,1,0,0,0",5
1248,We Were Here Together,5.0,4,70,70,253,814,70,1061,Casual,"0,0,1,0,0,1,0",4
1251,The Plan,4.0,4,136,139,99,2878,50,1059,Casual,"0,0,0,0,0,0,0",3
1252,Icewind Dale: Enhanced Edition,5.0,4,71,71,497,2620,80,1058,Strategy,"0,0,1,0,1,0,1",4
1253,Subnautica: Below Zero,5.0,4,156,157,358,232,80,1057,Indie,"0,0,1,0,0,0,0",5
1257,ReCore,4.0,3,234,234,560,1936,60,1053,Adventure,"0,0,1,1,0,0,0",4
1259,"Cook, Serve, Delicious! 2!!",4.0,4,82,82,379,1571,62,1053,Strategy,"0,0,0,1,0,0,1",3
1266,BADLAND: Game of the Year Edition,5.0,4,78,78,333,2412,79,1046,Indie,"0,0,1,1,0,0,0",4
1271,Alone in the Dark,4.0,4,179,179,598,5114,55,1041,Adventure,"0,0,1,1,0,0,0",3
1272,F1 2020,4.0,4,57,57,86,540,88,1041,Racing,"1,0,0,0,0,0,0",5
1273,Gauntlet Slayer Edition,4.0,4,123,124,518,2657,70,1040,Adventure,"0,0,1,1,1,0,0",4
1276,Concrete Genie,5.0,4,124,127,613,816,75,1036,Adventure,"0,0,1,1,0,0,0",4
1278,Star Wars: The Force Unleashed,5.0,4,352,356,651,4855,72,1033,Adventure,"0,0,1,1,0,0,0",4
1281,Dex,4.0,4,103,105,442,2432,62,1028,Indie,"0,0,1,1,1,0,0",3
1287,Total War: WARHAMMER II,5.0,5,170,174,317,1556,86,1022,Strategy,"0,0,0,1,0,0,1",5
1289,Bound,4.0,3,207,209,386,1964,71,1020,Action,"0,0,0,1,0,0,0",4
1291,The Jackbox Party Pack,5.0,4,176,177,167,2601,77,1018,Casual,"0,0,0,0,0,0,1",4
1301,Nuclear Dawn,3.0,3,53,53,482,3751,71,1002,Strategy,"0,0,0,1,0,0,1",2
1307,Sine Mora EX,4.0,4,59,59,591,1608,82,997,Shooter,"0,1,0,1,0,0,0",4
1312,Neighbours from Hell Compilation,5.0,4,125,126,454,6526,69,995,Casual,"0,0,1,0,0,1,0",5
1316,Monster Prom,5.0,4,114,116,245,1346,73,991,Indie,"0,0,0,0,0,0,0",4
1319,The Gardens Between,5.0,4,183,188,202,1199,79,986,Indie,"0,0,1,0,0,1,0",5
1324,Wuppo,4.0,4,52,52,343,1921,80,982,Indie,"0,0,1,1,1,0,0",4
1330,SPORE Galactic Adventures,4.0,4,108,108,562,4575,70,978,Action,"0,0,0,1,0,0,0",4
1333,Gigantic,3.0,3,115,115,526,1653,75,975,Strategy,"0,0,0,1,1,0,1",4
1337,Wargame: European Escalation,4.0,4,61,61,505,3601,81,972,Strategy,"0,0,0,0,0,0,1",4
1341,R.A.W. Realms of Ancient War,3.0,1,47,47,320,3370,39,965,Action,"0,0,0,1,1,0,0",2
1342,Tales From Space: Mutant Blobs Attack,4.0,4,71,72,263,3602,83,965,Indie,"0,0,1,1,0,0,0",5
1343,Observation,5.0,4,199,205,467,956,77,965,Indie,"0,0,1,0,0,0,0",5
1345,Burly Men at Sea,3.0,3,196,196,51,1920,82,964,Casual,"0,0,1,0,1,0,0",5
1349,Immortal Redneck,4.0,4,68,70,540,1713,69,959,Indie,"0,0,0,1,0,0,0",4
1350,Evolve,3.0,3,181,184,244,2517,76,959,Shooter,"0,1,0,1,0,0,0",4
1352,Sheltered,4.0,4,96,97,318,2311,66,954,Strategy,"0,0,0,0,1,0,1",4
1358,Road Not Taken,3.0,3,109,109,280,2706,75,948,Indie,"0,0,0,0,1,1,0",4
1365,Marvel vs. Capcom: Infinite,4.0,3,136,137,213,1565,74,940,Action,"0,0,0,1,0,0,0",4
1372,ibb & obb,4.0,4,85,86,72,3070,83,935,Adventure,"0,0,1,1,0,1,0",5
1375,SHIFT 2 UNLEASHED,4.0,4,121,121,371,3952,84,934,Racing,"1,0,0,0,0,0,0",5
1383,Megabyte Punch,3.0,1,37,37,352,3071,69,929,Indie,"0,0,1,1,0,0,0",2
1387,Thimbleweed Park,5.0,4,201,203,398,1739,84,925,Indie,"0,0,1,0,0,1,0",5
1388,Cubetractor,2.0,1,31,31,112,3139,75,924,Strategy,"0,0,0,1,0,0,1",2
1393,Duelyst,4.0,4,89,90,197,1957,82,920,Strategy,"0,0,0,0,0,0,1",4
1402,Resident Evil 7: Biohazard,5.0,5,1386,1405,283,1804,85,6080,Shooter,"0,1,1,1,0,0,0",5
1407,INSIDE,5.0,5,1955,1983,256,2013,87,6011,Adventure,"0,0,1,1,0,1,0",5
1408,Batman: Arkham Origins,5.0,4,1234,1246,589,2999,74,5962,Adventure,"0,0,1,1,0,0,0",4
1409,Red Dead Redemption,5.0,5,1754,1764,455,4246,95,5935,Shooter,"0,1,0,1,0,0,0",5
1412,The Wolf Among Us,5.0,5,1672,1686,561,3005,82,5920,Adventure,"0,0,1,0,0,0,0",5
1414,Far Cry 5,4.0,4,1552,1581,379,1376,80,5900,Shooter,"0,1,0,1,0,0,0",5
1419,Hitman 2,5.0,4,922,927,289,1145,83,5803,Shooter,"0,1,0,1,0,0,0",5
1420,Tom Clancy's Rainbow Six Siege,5.0,4,1149,1160,446,2223,75,5791,Shooter,"0,1,0,1,0,0,0",4
1421,Assassin’s Creed III,4.0,4,1644,1653,450,3350,80,5780,Action,"0,0,0,1,0,0,0",5
1425,Call of Duty: Modern Warfare 2,5.0,4,1564,1570,638,4435,86,5745,Shooter,"0,1,0,1,0,0,0",5
1431,Far Cry 4,5.0,4,1378,1392,503,2601,80,5631,Shooter,"0,1,0,0,0,0,0",5
1432,Fall Guys: Ultimate Knockout,5.0,4,771,787,173,515,80,5608,Action,"0,0,0,1,0,0,0",5
1436,Total War: SHOGUN 2,4.0,4,450,451,644,3946,90,5544,Strategy,"0,0,0,0,0,0,1",5
1437,Thief,4.0,3,988,990,666,2867,70,5540,Adventure,"0,0,1,1,0,0,0",4
1438,Call of Duty: Black Ops III,4.0,3,1197,1204,536,2248,73,5532,Shooter,"0,1,0,1,0,0,0",4
1441,Sonic the Hedgehog 4 - Episode II,4.0,4,70,70,496,3519,54,916,Arcade,"0,0,1,1,0,0,0",3
1446,Red Wings: Aces of the Sky,3.0,3,9,9,191,590,65,908,Action,"0,0,0,1,0,0,0",3
1447,DreadOut,4.0,3,59,59,378,2789,55,907,Indie,"0,0,1,0,0,0,0",3
1454,Dreamfall: The Longest Journey,5.0,4,177,179,448,5739,75,902,Adventure,"0,0,1,1,1,0,0",5
1456,RollerCoaster Tycoon 2: Triple Thrill Pack,5.0,5,104,104,484,7019,74,899,Strategy,"0,0,0,0,0,0,1",5
1457,Beholder 2,4.0,4,79,79,155,1124,76,899,Indie,"0,0,1,0,0,0,1",4
1462,PixelJunk Eden,4.0,3,60,60,249,4902,81,896,Casual,"0,0,0,1,0,1,0",4
1464,Rock of Ages 2: Bigger & Boulder,4.0,4,65,69,427,1587,77,896,Racing,"1,0,0,1,0,0,1",4
1470,Fahrenheit (Indigo Prophecy),5.0,5,388,388,409,5951,85,892,Adventure,"0,0,1,1,0,0,0",5
1471,New World,4.0,3,63,64,587,95,70,892,Massively Multiplayer,"0,0,1,1,1,0,0",4
1476,Freespace 2,4.0,1,66,67,366,8129,91,885,Action,"0,0,0,1,0,0,0",5
1477,Hyperdimension Neptunia Re;Birth1 / 超次次元ゲイム ネプテューヌRe;Birth1,4.0,4,91,92,797,2531,72,884,Strategy,"0,0,0,0,1,0,1",4
1479,Unrailed!,4.0,4,45,45,156,465,73,883,Casual,"0,0,0,1,0,0,0",4
1481,War for the Overworld,4.0,4,52,55,651,2467,65,880,Strategy,"0,0,0,1,0,0,1",3
1482,Zero Escape: Zero Time Dilemma,5.0,4,152,154,366,2013,78,880,Adventure,"0,0,1,0,0,0,0",5
1485,Call of Duty 3,5.0,4,221,221,639,5534,81,878,Shooter,"0,1,0,1,0,0,0",5
1490,Electronic Super Joy,4.0,4,69,70,169,3053,78,875,Platformer,"0,0,0,1,0,0,0",4
1491,Lightmatter,4.0,4,33,34,286,717,73,875,Indie,"0,0,1,0,0,0,0",4
1494,Devil May Cry HD Collection,5.0,4,133,135,594,3572,70,873,Adventure,"0,0,1,1,0,0,0",4
1496,Medal of Honor: Airborne,4.0,4,199,199,639,5201,78,870,Shooter,"0,1,0,1,0,0,0",5
1500,Greed Corp,4.0,4,43,43,429,4333,76,868,Strategy,"0,0,0,0,0,0,1",3
1502,Divekick,4.0,4,78,78,374,3056,73,867,Indie,"0,0,0,1,0,0,0",4
1503,Warhammer: Chaosbane,4.0,3,47,51,529,946,68,867,Adventure,"0,0,1,1,1,0,0",3
1505,The Beast Inside,4.0,4,50,51,437,808,74,866,Indie,"0,0,1,1,0,0,0",4
1509,Call of Duty: Advanced Warfare - Gold Edition,4.0,4,138,138,619,2616,78,864,Action,"0,0,0,1,0,0,0",4
1511,The Cat Lady,5.0,5,101,104,464,3318,81,862,Indie,"0,0,1,0,0,0,0",4
1512,The Swords of Ditto,4.0,4,79,83,329,1348,74,861,Indie,"0,0,1,1,1,0,0",4
1516,Heroes of Might & Magic V: Tribes of the East,5.0,4,130,131,580,5191,70,860,Strategy,"0,0,0,0,0,0,1",4
1518,Democracy 3,4.0,4,112,113,275,3001,70,858,Strategy,"0,0,0,0,0,0,1",4
1523,Control Ultimate Edition,5.0,5,135,140,534,492,84,853,Shooter,"0,1,1,1,0,0,0",5
1524,UFO: Afterlight,3.0,1,42,42,339,5406,71,852,Strategy,"0,0,0,0,0,0,1",2
1525,Sam & Max: Episode 204 - Chariots of the Dogs,4.0,4,43,43,301,5041,85,851,Adventure,"0,0,1,0,0,1,0",5
1530,Chrono Trigger,5.0,5,367,373,418,9793,82,848,RPG,"0,0,0,0,1,0,0",5
1535,Blackguards 2,4.0,3,38,38,685,2538,74,846,Indie,"0,0,1,0,1,0,1",2
1536,Sam & Max: Episode 203 - Night of the Raving Dead,4.0,4,41,41,453,5071,79,846,Adventure,"0,0,1,0,0,1,0",4
1539,Anna - Extended Edition,3.0,3,57,57,507,3250,75,844,Indie,"0,0,1,0,0,0,0",3
1546,Detention,5.0,4,107,110,431,1815,83,834,Indie,"0,0,1,0,0,1,0",5
1548,Age of Empires IV,5.0,4,55,56,213,65,81,832,Strategy,"0,0,0,0,0,0,1",5
1549,Amnesia: Rebirth,4.0,4,90,94,211,438,78,832,Indie,"0,0,1,1,0,0,0",5
1550,Tom Clancy's Ghost Recon Breakpoint,3.0,3,139,143,485,820,57,831,Shooter,"0,1,0,0,0,0,0",3
1553,Carto,5.0,4,55,55,117,432,77,830,Indie,"0,0,1,0,0,1,0",4
1556,Of Orcs and Men,4.0,3,67,70,367,3370,69,828,Action,"0,0,0,1,1,0,0",3
1564,Ape Out,5.0,4,255,261,207,1038,83,823,Indie,"0,0,0,1,0,0,0",5
1569,The Darkside Detective,4.0,4,44,44,308,1620,73,820,Casual,"0,0,1,1,0,0,0",4
1574,The Guild II - Pirates of the European Seas,4.0,4,47,47,560,4209,63,819,Strategy,"0,0,0,0,0,0,1",2
1578,Hearthstone,5.0,4,451,454,372,2853,90,816,Card,"0,0,0,0,0,0,1",5
1580,Take On Helicopters,2.0,1,23,23,371,3719,70,815,Simulation,"0,0,0,0,0,0,0",2
1582,The Chronicles of Riddick: Assault on Dark Athena,5.0,4,141,141,462,4652,81,814,Shooter,"0,1,0,1,0,0,0",5
1583,Journey of a Roach,4.0,4,46,46,435,3011,65,813,Indie,"0,0,1,0,0,1,0",2
1584,Jurassic Park: The Game,3.0,3,72,72,580,3700,54,813,Adventure,"0,0,1,1,0,0,0",3
1590,Valfaris,5.0,4,37,38,519,814,81,809,Indie,"0,0,0,1,0,0,0",5
1601,Mages of Mystralia,4.0,4,29,29,400,1690,75,805,Indie,"0,0,1,1,0,0,0",4
